lambda_over_k0,re_integrand,im_integrand
2.9260000000e+00,-5.4803313204e-03,0.0000000000e+00
2.9265000000e+00,-5.5460269274e-03,0.0000000000e+00
2.9270000000e+00,-5.6117071339e-03,0.0000000000e+00
2.9275000000e+00,-5.6773717791e-03,0.0000000000e+00
2.9280000000e+00,-5.7430207026e-03,0.0000000000e+00
2.9285000000e+00,-5.8086537440e-03,0.0000000000e+00
2.9290000000e+00,-5.8742707429e-03,0.0000000000e+00
2.9295000000e+00,-5.9398715390e-03,0.0000000000e+00
2.9300000000e+00,-6.0054559722e-03,0.0000000000e+00
2.9305000000e+00,-6.0710238824e-03,0.0000000000e+00
2.9310000000e+00,-6.1365751094e-03,0.0000000000e+00
2.9315000000e+00,-6.2021094934e-03,0.0000000000e+00
2.9320000000e+00,-6.2676268743e-03,0.0000000000e+00
2.9325000000e+00,-6.3331270925e-03,0.0000000000e+00
2.9330000000e+00,-6.3986099881e-03,0.0000000000e+00
2.9335000000e+00,-6.4640754015e-03,0.0000000000e+00
2.9340000000e+00,-6.5295231730e-03,0.0000000000e+00
2.9345000000e+00,-6.5949531433e-03,0.0000000000e+00
2.9350000000e+00,-6.6603651527e-03,0.0000000000e+00
2.9355000000e+00,-6.7257590421e-03,0.0000000000e+00
2.9360000000e+00,-6.7911346520e-03,0.0000000000e+00
2.9365000000e+00,-6.8564918234e-03,0.0000000000e+00
2.9370000000e+00,-6.9218303971e-03,0.0000000000e+00
2.9375000000e+00,-6.9871502140e-03,0.0000000000e+00
2.9380000000e+00,-7.0524511152e-03,0.0000000000e+00
2.9385000000e+00,-7.1177329418e-03,0.0000000000e+00
2.9390000000e+00,-7.1829955350e-03,0.0000000000e+00
2.9395000000e+00,-7.2482387361e-03,0.0000000000e+00
2.9400000000e+00,-7.3134623865e-03,0.0000000000e+00
2.9405000000e+00,-7.3786663276e-03,0.0000000000e+00
2.9410000000e+00,-7.4438504009e-03,0.0000000000e+00
2.9415000000e+00,-7.5090144481e-03,0.0000000000e+00
2.9420000000e+00,-7.5741583109e-03,0.0000000000e+00
2.9425000000e+00,-7.6392818309e-03,0.0000000000e+00
2.9430000000e+00,-7.7043848502e-03,0.0000000000e+00
2.9435000000e+00,-7.7694672106e-03,0.0000000000e+00
2.9440000000e+00,-7.8345287541e-03,0.0000000000e+00
2.9445000000e+00,-7.8995693230e-03,0.0000000000e+00
2.9450000000e+00,-7.9645887594e-03,0.0000000000e+00
2.9455000000e+00,-8.0295869055e-03,0.0000000000e+00
2.9460000000e+00,-8.0945636038e-03,0.0000000000e+00
2.9465000000e+00,-8.1595186966e-03,0.0000000000e+00
2.9470000000e+00,-8.2244520267e-03,0.0000000000e+00
2.9475000000e+00,-8.2893634365e-03,0.0000000000e+00
2.9480000000e+00,-8.3542527689e-03,0.0000000000e+00
2.9485000000e+00,-8.4191198665e-03,0.0000000000e+00
2.9490000000e+00,-8.4839645724e-03,0.0000000000e+00
2.9495000000e+00,-8.5487867295e-03,0.0000000000e+00
2.9500000000e+00,-8.6135861808e-03,0.0000000000e+00
2.9505000000e+00,-8.6783627696e-03,0.0000000000e+00
2.9510000000e+00,-8.7431163391e-03,0.0000000000e+00
2.9515000000e+00,-8.8078467326e-03,0.0000000000e+00
2.9520000000e+00,-8.8725537936e-03,0.0000000000e+00
2.9525000000e+00,-8.9372373656e-03,0.0000000000e+00
2.9530000000e+00,-9.0018972921e-03,0.0000000000e+00
2.9535000000e+00,-9.0665334170e-03,0.0000000000e+00
2.9540000000e+00,-9.1311455840e-03,0.0000000000e+00
2.9545000000e+00,-9.1957336369e-03,0.0000000000e+00
2.9550000000e+00,-9.2602974199e-03,0.0000000000e+00
2.9555000000e+00,-9.3248367768e-03,0.0000000000e+00
2.9560000000e+00,-9.3893515520e-03,0.0000000000e+00
2.9565000000e+00,-9.4538415897e-03,0.0000000000e+00
2.9570000000e+00,-9.5183067342e-03,0.0000000000e+00
2.9575000000e+00,-9.5827468299e-03,0.0000000000e+00
2.9580000000e+00,-9.6471617215e-03,0.0000000000e+00
2.9585000000e+00,-9.7115512535e-03,0.0000000000e+00
2.9590000000e+00,-9.7759152707e-03,0.0000000000e+00
2.9595000000e+00,-9.8402536179e-03,0.0000000000e+00
2.9600000000e+00,-9.9045661400e-03,0.0000000000e+00
2.9605000000e+00,-9.9688526821e-03,0.0000000000e+00
2.9610000000e+00,-1.0033113089e-02,0.0000000000e+00
2.9615000000e+00,-1.0097347207e-02,0.0000000000e+00
2.9620000000e+00,-1.0161554880e-02,0.0000000000e+00
2.9625000000e+00,-1.0225735954e-02,0.0000000000e+00
2.9630000000e+00,-1.0289890274e-02,0.0000000000e+00
2.9635000000e+00,-1.0354017687e-02,0.0000000000e+00
2.9640000000e+00,-1.0418118037e-02,0.0000000000e+00
2.9645000000e+00,-1.0482191171e-02,0.0000000000e+00
2.9650000000e+00,-1.0546236934e-02,0.0000000000e+00
2.9655000000e+00,-1.0610255173e-02,0.0000000000e+00
2.9660000000e+00,-1.0674245734e-02,0.0000000000e+00
2.9665000000e+00,-1.0738208462e-02,0.0000000000e+00
2.9670000000e+00,-1.0802143205e-02,0.0000000000e+00
2.9675000000e+00,-1.0866049808e-02,0.0000000000e+00
2.9680000000e+00,-1.0929928118e-02,0.0000000000e+00
2.9685000000e+00,-1.0993777981e-02,0.0000000000e+00
2.9690000000e+00,-1.1057599245e-02,0.0000000000e+00
2.9695000000e+00,-1.1121391756e-02,0.0000000000e+00
2.9700000000e+00,-1.1185155361e-02,0.0000000000e+00
2.9705000000e+00,-1.1248889907e-02,0.0000000000e+00
2.9710000000e+00,-1.1312595241e-02,0.0000000000e+00
2.9715000000e+00,-1.1376271210e-02,0.0000000000e+00
2.9720000000e+00,-1.1439917662e-02,0.0000000000e+00
2.9725000000e+00,-1.1503534445e-02,0.0000000000e+00
2.9730000000e+00,-1.1567121405e-02,0.0000000000e+00
2.9735000000e+00,-1.1630678390e-02,0.0000000000e+00
2.9740000000e+00,-1.1694205248e-02,0.0000000000e+00
2.9745000000e+00,-1.1757701827e-02,0.0000000000e+00
2.9750000000e+00,-1.1821167975e-02,0.0000000000e+00
2.9755000000e+00,-1.1884603540e-02,0.0000000000e+00
2.9760000000e+00,-1.1948008369e-02,0.0000000000e+00
2.9765000000e+00,-1.2011382313e-02,0.0000000000e+00
2.9770000000e+00,-1.2074725217e-02,0.0000000000e+00
2.9775000000e+00,-1.2138036932e-02,0.0000000000e+00
2.9780000000e+00,-1.2201317306e-02,0.0000000000e+00
2.9785000000e+00,-1.2264566188e-02,0.0000000000e+00
2.9790000000e+00,-1.2327783425e-02,0.0000000000e+00
2.9795000000e+00,-1.2390968868e-02,0.0000000000e+00
2.9800000000e+00,-1.2454122365e-02,0.0000000000e+00
2.9805000000e+00,-1.2517243766e-02,0.0000000000e+00
2.9810000000e+00,-1.2580332919e-02,0.0000000000e+00
2.9815000000e+00,-1.2643389674e-02,0.0000000000e+00
2.9820000000e+00,-1.2706413881e-02,0.0000000000e+00
2.9825000000e+00,-1.2769405388e-02,0.0000000000e+00
2.9830000000e+00,-1.2832364047e-02,0.0000000000e+00
2.9835000000e+00,-1.2895289706e-02,0.0000000000e+00
2.9840000000e+00,-1.2958182215e-02,0.0000000000e+00
2.9845000000e+00,-1.3021041426e-02,0.0000000000e+00
2.9850000000e+00,-1.3083867186e-02,0.0000000000e+00
2.9855000000e+00,-1.3146659348e-02,0.0000000000e+00
2.9860000000e+00,-1.3209417761e-02,0.0000000000e+00
2.9865000000e+00,-1.3272142275e-02,0.0000000000e+00
2.9870000000e+00,-1.3334832742e-02,0.0000000000e+00
2.9875000000e+00,-1.3397489012e-02,0.0000000000e+00
2.9880000000e+00,-1.3460110936e-02,0.0000000000e+00
2.9885000000e+00,-1.3522698365e-02,0.0000000000e+00
2.9890000000e+00,-1.3585251150e-02,0.0000000000e+00
2.9895000000e+00,-1.3647769141e-02,0.0000000000e+00
2.9900000000e+00,-1.3710252191e-02,0.0000000000e+00
2.9905000000e+00,-1.3772700151e-02,0.0000000000e+00
2.9910000000e+00,-1.3835112872e-02,0.0000000000e+00
2.9915000000e+00,-1.3897490206e-02,0.0000000000e+00
2.9920000000e+00,-1.3959832004e-02,0.0000000000e+00
2.9925000000e+00,-1.4022138119e-02,0.0000000000e+00
2.9930000000e+00,-1.4084408403e-02,0.0000000000e+00
2.9935000000e+00,-1.4146642707e-02,0.0000000000e+00
2.9940000000e+00,-1.4208840884e-02,0.0000000000e+00
2.9945000000e+00,-1.4271002786e-02,0.0000000000e+00
2.9950000000e+00,-1.4333128266e-02,0.0000000000e+00
2.9955000000e+00,-1.4395217176e-02,0.0000000000e+00
2.9960000000e+00,-1.4457269369e-02,0.0000000000e+00
2.9965000000e+00,-1.4519284697e-02,0.0000000000e+00
2.9970000000e+00,-1.4581263015e-02,0.0000000000e+00
2.9975000000e+00,-1.4643204174e-02,0.0000000000e+00
2.9980000000e+00,-1.4705108027e-02,0.0000000000e+00
2.9985000000e+00,-1.4766974430e-02,0.0000000000e+00
2.9990000000e+00,-1.4828803233e-02,0.0000000000e+00
2.9995000000e+00,-1.4890594292e-02,0.0000000000e+00
3.0000000000e+00,-1.4952347460e-02,0.0000000000e+00
3.0005000000e+00,-1.5014062590e-02,0.0000000000e+00
3.0010000000e+00,-1.5075739537e-02,0.0000000000e+00
3.0015000000e+00,-1.5137378155e-02,0.0000000000e+00
3.0020000000e+00,-1.5198978297e-02,0.0000000000e+00
3.0025000000e+00,-1.5260539818e-02,0.0000000000e+00
3.0030000000e+00,-1.5322062573e-02,0.0000000000e+00
3.0035000000e+00,-1.5383546416e-02,0.0000000000e+00
3.0040000000e+00,-1.5444991201e-02,0.0000000000e+00
3.0045000000e+00,-1.5506396784e-02,0.0000000000e+00
3.0050000000e+00,-1.5567763019e-02,0.0000000000e+00
3.0055000000e+00,-1.5629089762e-02,0.0000000000e+00
3.0060000000e+00,-1.5690376867e-02,0.0000000000e+00
3.0065000000e+00,-1.5751624190e-02,0.0000000000e+00
3.0070000000e+00,-1.5812831586e-02,0.0000000000e+00
3.0075000000e+00,-1.5873998910e-02,0.0000000000e+00
3.0080000000e+00,-1.5935126019e-02,0.0000000000e+00
3.0085000000e+00,-1.5996212769e-02,0.0000000000e+00
3.0090000000e+00,-1.6057259014e-02,0.0000000000e+00
3.0095000000e+00,-1.6118264612e-02,0.0000000000e+00
3.0100000000e+00,-1.6179229418e-02,0.0000000000e+00
3.0105000000e+00,-1.6240153289e-02,0.0000000000e+00
3.0110000000e+00,-1.6301036081e-02,0.0000000000e+00
3.0115000000e+00,-1.6361877650e-02,0.0000000000e+00
3.0120000000e+00,-1.6422677854e-02,0.0000000000e+00
3.0125000000e+00,-1.6483436549e-02,0.0000000000e+00
3.0130000000e+00,-1.6544153592e-02,0.0000000000e+00
3.0135000000e+00,-1.6604828841e-02,0.0000000000e+00
3.0140000000e+00,-1.6665462151e-02,0.0000000000e+00
3.0145000000e+00,-1.6726053382e-02,0.0000000000e+00
3.0150000000e+00,-1.6786602390e-02,0.0000000000e+00
3.0155000000e+00,-1.6847109033e-02,0.0000000000e+00
3.0160000000e+00,-1.6907573168e-02,0.0000000000e+00
3.0165000000e+00,-1.6967994654e-02,0.0000000000e+00
3.0170000000e+00,-1.7028373348e-02,0.0000000000e+00
3.0175000000e+00,-1.7088709109e-02,0.0000000000e+00
3.0180000000e+00,-1.7149001795e-02,0.0000000000e+00
3.0185000000e+00,-1.7209251264e-02,0.0000000000e+00
3.0190000000e+00,-1.7269457375e-02,0.0000000000e+00
3.0195000000e+00,-1.7329619987e-02,0.0000000000e+00
3.0200000000e+00,-1.7389738958e-02,0.0000000000e+00
3.0205000000e+00,-1.7449814147e-02,0.0000000000e+00
3.0210000000e+00,-1.7509845414e-02,0.0000000000e+00
3.0215000000e+00,-1.7569832617e-02,0.0000000000e+00
3.0220000000e+00,-1.7629775616e-02,0.0000000000e+00
3.0225000000e+00,-1.7689674271e-02,0.0000000000e+00
3.0230000000e+00,-1.7749528440e-02,0.0000000000e+00
3.0235000000e+00,-1.7809337985e-02,0.0000000000e+00
3.0240000000e+00,-1.7869102764e-02,0.0000000000e+00
3.0245000000e+00,-1.7928822638e-02,0.0000000000e+00
3.0250000000e+00,-1.7988497466e-02,0.0000000000e+00
3.0255000000e+00,-1.8048127110e-02,0.0000000000e+00
3.0260000000e+00,-1.8107711430e-02,0.0000000000e+00
3.0265000000e+00,-1.8167250286e-02,0.0000000000e+00
3.0270000000e+00,-1.8226743538e-02,0.0000000000e+00
3.0275000000e+00,-1.8286191049e-02,0.0000000000e+00
3.0280000000e+00,-1.8345592679e-02,0.0000000000e+00
3.0285000000e+00,-1.8404948288e-02,0.0000000000e+00
3.0290000000e+00,-1.8464257739e-02,0.0000000000e+00
3.0295000000e+00,-1.8523520892e-02,0.0000000000e+00
3.0300000000e+00,-1.8582737610e-02,0.0000000000e+00
3.0305000000e+00,-1.8641907753e-02,0.0000000000e+00
3.0310000000e+00,-1.8701031184e-02,0.0000000000e+00
3.0315000000e+00,-1.8760107765e-02,0.0000000000e+00
3.0320000000e+00,-1.8819137358e-02,0.0000000000e+00
3.0325000000e+00,-1.8878119825e-02,0.0000000000e+00
3.0330000000e+00,-1.8937055029e-02,0.0000000000e+00
3.0335000000e+00,-1.8995942832e-02,0.0000000000e+00
3.0340000000e+00,-1.9054783096e-02,0.0000000000e+00
3.0345000000e+00,-1.9113575685e-02,0.0000000000e+00
3.0350000000e+00,-1.9172320462e-02,0.0000000000e+00
3.0355000000e+00,-1.9231017290e-02,0.0000000000e+00
3.0360000000e+00,-1.9289666031e-02,0.0000000000e+00
3.0365000000e+00,-1.9348266550e-02,0.0000000000e+00
3.0370000000e+00,-1.9406818710e-02,0.0000000000e+00
3.0375000000e+00,-1.9465322375e-02,0.0000000000e+00
3.0380000000e+00,-1.9523777408e-02,0.0000000000e+00
3.0385000000e+00,-1.9582183674e-02,0.0000000000e+00
3.0390000000e+00,-1.9640541037e-02,0.0000000000e+00
3.0395000000e+00,-1.9698849360e-02,0.0000000000e+00
3.0400000000e+00,-1.9757108509e-02,0.0000000000e+00
3.0405000000e+00,-1.9815318347e-02,0.0000000000e+00
3.0410000000e+00,-1.9873478741e-02,0.0000000000e+00
3.0415000000e+00,-1.9931589554e-02,0.0000000000e+00
3.0420000000e+00,-1.9989650651e-02,0.0000000000e+00
3.0425000000e+00,-2.0047661898e-02,0.0000000000e+00
3.0430000000e+00,-2.0105623160e-02,0.0000000000e+00
3.0435000000e+00,-2.0163534303e-02,0.0000000000e+00
3.0440000000e+00,-2.0221395192e-02,0.0000000000e+00
3.0445000000e+00,-2.0279205693e-02,0.0000000000e+00
3.0450000000e+00,-2.0336965671e-02,0.0000000000e+00
3.0455000000e+00,-2.0394674993e-02,0.0000000000e+00
3.0460000000e+00,-2.0452333525e-02,0.0000000000e+00
3.0465000000e+00,-2.0509941134e-02,0.0000000000e+00
3.0470000000e+00,-2.0567497686e-02,0.0000000000e+00
3.0475000000e+00,-2.0625003047e-02,0.0000000000e+00
3.0480000000e+00,-2.0682457084e-02,0.0000000000e+00
3.0485000000e+00,-2.0739859665e-02,0.0000000000e+00
3.0490000000e+00,-2.0797210656e-02,0.0000000000e+00
3.0495000000e+00,-2.0854509924e-02,0.0000000000e+00
3.0500000000e+00,-2.0911757338e-02,0.0000000000e+00
3.0505000000e+00,-2.0968952764e-02,0.0000000000e+00
3.0510000000e+00,-2.1026096071e-02,0.0000000000e+00
3.0515000000e+00,-2.1083187126e-02,0.0000000000e+00
3.0520000000e+00,-2.1140225797e-02,0.0000000000e+00
3.0525000000e+00,-2.1197211953e-02,0.0000000000e+00
3.0530000000e+00,-2.1254145461e-02,0.0000000000e+00
3.0535000000e+00,-2.1311026190e-02,0.0000000000e+00
3.0540000000e+00,-2.1367854010e-02,0.0000000000e+00
3.0545000000e+00,-2.1424628788e-02,0.0000000000e+00
3.0550000000e+00,-2.1481350393e-02,0.0000000000e+00
3.0555000000e+00,-2.1538018695e-02,0.0000000000e+00
3.0560000000e+00,-2.1594633563e-02,0.0000000000e+00
3.0565000000e+00,-2.1651194867e-02,0.0000000000e+00
3.0570000000e+00,-2.1707702475e-02,0.0000000000e+00
3.0575000000e+00,-2.1764156258e-02,0.0000000000e+00
3.0580000000e+00,-2.1820556085e-02,0.0000000000e+00
3.0585000000e+00,-2.1876901826e-02,0.0000000000e+00
3.0590000000e+00,-2.1933193353e-02,0.0000000000e+00
3.0595000000e+00,-2.1989430534e-02,0.0000000000e+00
3.0600000000e+00,-2.2045613241e-02,0.0000000000e+00
3.0605000000e+00,-2.2101741344e-02,0.0000000000e+00
3.0610000000e+00,-2.2157814715e-02,0.0000000000e+00
3.0615000000e+00,-2.2213833223e-02,0.0000000000e+00
3.0620000000e+00,-2.2269796740e-02,0.0000000000e+00
3.0625000000e+00,-2.2325705137e-02,0.0000000000e+00
3.0630000000e+00,-2.2381558287e-02,0.0000000000e+00
3.0635000000e+00,-2.2437356060e-02,0.0000000000e+00
3.0640000000e+00,-2.2493098328e-02,0.0000000000e+00
3.0645000000e+00,-2.2548784963e-02,0.0000000000e+00
3.0650000000e+00,-2.2604415837e-02,0.0000000000e+00
3.0655000000e+00,-2.2659990823e-02,0.0000000000e+00
3.0660000000e+00,-2.2715509792e-02,0.0000000000e+00
3.0665000000e+00,-2.2770972618e-02,0.0000000000e+00
3.0670000000e+00,-2.2826379174e-02,0.0000000000e+00
3.0675000000e+00,-2.2881729331e-02,0.0000000000e+00
3.0680000000e+00,-2.2937022963e-02,0.0000000000e+00
3.0685000000e+00,-2.2992259944e-02,0.0000000000e+00
3.0690000000e+00,-2.3047440146e-02,0.0000000000e+00
3.0695000000e+00,-2.3102563444e-02,0.0000000000e+00
3.0700000000e+00,-2.3157629710e-02,0.0000000000e+00
3.0705000000e+00,-2.3212638819e-02,0.0000000000e+00
3.0710000000e+00,-2.3267590645e-02,0.0000000000e+00
3.0715000000e+00,-2.3322485062e-02,0.0000000000e+00
3.0720000000e+00,-2.3377321944e-02,0.0000000000e+00
3.0725000000e+00,-2.3432101166e-02,0.0000000000e+00
3.0730000000e+00,-2.3486822602e-02,0.0000000000e+00
3.0735000000e+00,-2.3541486128e-02,0.0000000000e+00
3.0740000000e+00,-2.3596091618e-02,0.0000000000e+00
3.0745000000e+00,-2.3650638947e-02,0.0000000000e+00
3.0750000000e+00,-2.3705127992e-02,0.0000000000e+00
3.0755000000e+00,-2.3759558626e-02,0.0000000000e+00
3.0760000000e+00,-2.3813930727e-02,0.0000000000e+00
3.0765000000e+00,-2.3868244169e-02,0.0000000000e+00
3.0770000000e+00,-2.3922498830e-02,0.0000000000e+00
3.0775000000e+00,-2.3976694584e-02,0.0000000000e+00
3.0780000000e+00,-2.4030831308e-02,0.0000000000e+00
3.0785000000e+00,-2.4084908880e-02,0.0000000000e+00
3.0790000000e+00,-2.4138927174e-02,0.0000000000e+00
3.0795000000e+00,-2.4192886069e-02,0.0000000000e+00
3.0800000000e+00,-2.4246785442e-02,0.0000000000e+00
3.0805000000e+00,-2.4300625168e-02,0.0000000000e+00
3.0810000000e+00,-2.4354405127e-02,0.0000000000e+00
3.0815000000e+00,-2.4408125194e-02,0.0000000000e+00
3.0820000000e+00,-2.4461785249e-02,0.0000000000e+00
3.0825000000e+00,-2.4515385168e-02,0.0000000000e+00
3.0830000000e+00,-2.4568924830e-02,0.0000000000e+00
3.0835000000e+00,-2.4622404113e-02,0.0000000000e+00
3.0840000000e+00,-2.4675822895e-02,0.0000000000e+00
3.0845000000e+00,-2.4729181055e-02,0.0000000000e+00
3.0850000000e+00,-2.4782478471e-02,0.0000000000e+00
3.0855000000e+00,-2.4835715023e-02,0.0000000000e+00
3.0860000000e+00,-2.4888890589e-02,0.0000000000e+00
3.0865000000e+00,-2.4942005048e-02,0.0000000000e+00
3.0870000000e+00,-2.4995058281e-02,0.0000000000e+00
3.0875000000e+00,-2.5048050165e-02,0.0000000000e+00
3.0880000000e+00,-2.5100980582e-02,0.0000000000e+00
3.0885000000e+00,-2.5153849411e-02,0.0000000000e+00
3.0890000000e+00,-2.5206656532e-02,0.0000000000e+00
3.0895000000e+00,-2.5259401825e-02,0.0000000000e+00
3.0900000000e+00,-2.5312085170e-02,0.0000000000e+00
3.0905000000e+00,-2.5364706449e-02,0.0000000000e+00
3.0910000000e+00,-2.5417265542e-02,0.0000000000e+00
3.0915000000e+00,-2.5469762329e-02,0.0000000000e+00
3.0920000000e+00,-2.5522196693e-02,0.0000000000e+00
3.0925000000e+00,-2.5574568514e-02,0.0000000000e+00
3.0930000000e+00,-2.5626877673e-02,0.0000000000e+00
3.0935000000e+00,-2.5679124052e-02,0.0000000000e+00
3.0940000000e+00,-2.5731307534e-02,0.0000000000e+00
3.0945000000e+00,-2.5783427999e-02,0.0000000000e+00
3.0950000000e+00,-2.5835485330e-02,0.0000000000e+00
3.0955000000e+00,-2.5887479410e-02,0.0000000000e+00
3.0960000000e+00,-2.5939410120e-02,0.0000000000e+00
3.0965000000e+00,-2.5991277344e-02,0.0000000000e+00
3.0970000000e+00,-2.6043080965e-02,0.0000000000e+00
3.0975000000e+00,-2.6094820864e-02,0.0000000000e+00
3.0980000000e+00,-2.6146496926e-02,0.0000000000e+00
3.0985000000e+00,-2.6198109034e-02,0.0000000000e+00
3.0990000000e+00,-2.6249657071e-02,0.0000000000e+00
3.0995000000e+00,-2.6301140921e-02,0.0000000000e+00
3.1000000000e+00,-2.6352560468e-02,0.0000000000e+00
3.1005000000e+00,-2.6403915596e-02,0.0000000000e+00
3.1010000000e+00,-2.6455206190e-02,0.0000000000e+00
3.1015000000e+00,-2.6506432133e-02,0.0000000000e+00
3.1020000000e+00,-2.6557593310e-02,0.0000000000e+00
3.1025000000e+00,-2.6608689606e-02,0.0000000000e+00
3.1030000000e+00,-2.6659720906e-02,0.0000000000e+00
3.1035000000e+00,-2.6710687095e-02,0.0000000000e+00
3.1040000000e+00,-2.6761588059e-02,0.0000000000e+00
3.1045000000e+00,-2.6812423682e-02,0.0000000000e+00
3.1050000000e+00,-2.6863193851e-02,0.0000000000e+00
3.1055000000e+00,-2.6913898451e-02,0.0000000000e+00
3.1060000000e+00,-2.6964537369e-02,0.0000000000e+00
3.1065000000e+00,-2.7015110490e-02,0.0000000000e+00
3.1070000000e+00,-2.7065617701e-02,0.0000000000e+00
3.1075000000e+00,-2.7116058888e-02,0.0000000000e+00
3.1080000000e+00,-2.7166433939e-02,0.0000000000e+00
3.1085000000e+00,-2.7216742740e-02,0.0000000000e+00
3.1090000000e+00,-2.7266985179e-02,0.0000000000e+00
3.1095000000e+00,-2.7317161142e-02,0.0000000000e+00
3.1100000000e+00,-2.7367270516e-02,0.0000000000e+00
3.1105000000e+00,-2.7417313191e-02,0.0000000000e+00
3.1110000000e+00,-2.7467289053e-02,0.0000000000e+00
3.1115000000e+00,-2.7517197991e-02,0.0000000000e+00
3.1120000000e+00,-2.7567039892e-02,0.0000000000e+00
3.1125000000e+00,-2.7616814645e-02,0.0000000000e+00
3.1130000000e+00,-2.7666522139e-02,0.0000000000e+00
3.1135000000e+00,-2.7716162263e-02,0.0000000000e+00
3.1140000000e+00,-2.7765734904e-02,0.0000000000e+00
3.1145000000e+00,-2.7815239953e-02,0.0000000000e+00
3.1150000000e+00,-2.7864677299e-02,0.0000000000e+00
3.1155000000e+00,-2.7914046831e-02,0.0000000000e+00
3.1160000000e+00,-2.7963348438e-02,0.0000000000e+00
3.1165000000e+00,-2.8012582011e-02,0.0000000000e+00
3.1170000000e+00,-2.8061747440e-02,0.0000000000e+00
3.1175000000e+00,-2.8110844615e-02,0.0000000000e+00
3.1180000000e+00,-2.8159873426e-02,0.0000000000e+00
3.1185000000e+00,-2.8208833764e-02,0.0000000000e+00
3.1190000000e+00,-2.8257725520e-02,0.0000000000e+00
3.1195000000e+00,-2.8306548584e-02,0.0000000000e+00
3.1200000000e+00,-2.8355302848e-02,0.0000000000e+00
3.1205000000e+00,-2.8403988203e-02,0.0000000000e+00
3.1210000000e+00,-2.8452604540e-02,0.0000000000e+00
3.1215000000e+00,-2.8501151751e-02,0.0000000000e+00
3.1220000000e+00,-2.8549629729e-02,0.0000000000e+00
3.1225000000e+00,-2.8598038365e-02,0.0000000000e+00
3.1230000000e+00,-2.8646377551e-02,0.0000000000e+00
3.1235000000e+00,-2.8694647180e-02,0.0000000000e+00
3.1240000000e+00,-2.8742847145e-02,0.0000000000e+00
3.1245000000e+00,-2.8790977337e-02,0.0000000000e+00
3.1250000000e+00,-2.8839037651e-02,0.0000000000e+00
3.1255000000e+00,-2.8887027980e-02,0.0000000000e+00
3.1260000000e+00,-2.8934948216e-02,0.0000000000e+00
3.1265000000e+00,-2.8982798254e-02,0.0000000000e+00
3.1270000000e+00,-2.9030577987e-02,0.0000000000e+00
3.1275000000e+00,-2.9078287309e-02,0.0000000000e+00
3.1280000000e+00,-2.9125926115e-02,0.0000000000e+00
3.1285000000e+00,-2.9173494298e-02,0.0000000000e+00
3.1290000000e+00,-2.9220991753e-02,0.0000000000e+00
3.1295000000e+00,-2.9268418374e-02,0.0000000000e+00
3.1300000000e+00,-2.9315774058e-02,0.0000000000e+00
3.1305000000e+00,-2.9363058698e-02,0.0000000000e+00
3.1310000000e+00,-2.9410272190e-02,0.0000000000e+00
3.1315000000e+00,-2.9457414429e-02,0.0000000000e+00
3.1320000000e+00,-2.9504485312e-02,0.0000000000e+00
3.1325000000e+00,-2.9551484734e-02,0.0000000000e+00
3.1330000000e+00,-2.9598412590e-02,0.0000000000e+00
3.1335000000e+00,-2.9645268778e-02,0.0000000000e+00
3.1340000000e+00,-2.9692053193e-02,0.0000000000e+00
3.1345000000e+00,-2.9738765733e-02,0.0000000000e+00
3.1350000000e+00,-2.9785406293e-02,0.0000000000e+00
3.1355000000e+00,-2.9831974772e-02,0.0000000000e+00
3.1360000000e+00,-2.9878471066e-02,0.0000000000e+00
3.1365000000e+00,-2.9924895072e-02,0.0000000000e+00
3.1370000000e+00,-2.9971246688e-02,0.0000000000e+00
3.1375000000e+00,-3.0017525812e-02,0.0000000000e+00
3.1380000000e+00,-3.0063732342e-02,0.0000000000e+00
3.1385000000e+00,-3.0109866176e-02,0.0000000000e+00
3.1390000000e+00,-3.0155927212e-02,0.0000000000e+00
3.1395000000e+00,-3.0201915349e-02,0.0000000000e+00
3.1400000000e+00,-3.0247830486e-02,0.0000000000e+00
3.1405000000e+00,-3.0293672521e-02,0.0000000000e+00
3.1410000000e+00,-3.0339441353e-02,0.0000000000e+00
3.1415000000e+00,-3.0385136883e-02,0.0000000000e+00
3.1420000000e+00,-3.0430759008e-02,0.0000000000e+00
3.1425000000e+00,-3.0476307630e-02,0.0000000000e+00
3.1430000000e+00,-3.0521782648e-02,0.0000000000e+00
3.1435000000e+00,-3.0567183961e-02,0.0000000000e+00
3.1440000000e+00,-3.0612511471e-02,0.0000000000e+00
3.1445000000e+00,-3.0657765078e-02,0.0000000000e+00
3.1450000000e+00,-3.0702944682e-02,0.0000000000e+00
3.1455000000e+00,-3.0748050184e-02,0.0000000000e+00
3.1460000000e+00,-3.0793081486e-02,0.0000000000e+00
3.1465000000e+00,-3.0838038488e-02,0.0000000000e+00
3.1470000000e+00,-3.0882921092e-02,0.0000000000e+00
3.1475000000e+00,-3.0927729200e-02,0.0000000000e+00
3.1480000000e+00,-3.0972462714e-02,0.0000000000e+00
3.1485000000e+00,-3.1017121535e-02,0.0000000000e+00
3.1490000000e+00,-3.1061705565e-02,0.0000000000e+00
3.1495000000e+00,-3.1106214708e-02,0.0000000000e+00
3.1500000000e+00,-3.1150648866e-02,0.0000000000e+00
3.1505000000e+00,-3.1195007942e-02,0.0000000000e+00
