lambda_over_k0,re_d_tm,im_d_tm
2.1490000000e+00,1.9403470047e+03,0.0000000000e+00
2.1495000000e+00,1.9412531091e+03,0.0000000000e+00
2.1500000000e+00,1.9421590557e+03,0.0000000000e+00
2.1505000000e+00,1.9430648446e+03,0.0000000000e+00
2.1510000000e+00,1.9439704759e+03,0.0000000000e+00
2.1515000000e+00,1.9448759498e+03,0.0000000000e+00
2.1520000000e+00,1.9457812663e+03,0.0000000000e+00
2.1525000000e+00,1.9466864256e+03,0.0000000000e+00
2.1530000000e+00,1.9475914277e+03,0.0000000000e+00
2.1535000000e+00,1.9484962729e+03,0.0000000000e+00
2.1540000000e+00,1.9494009611e+03,0.0000000000e+00
2.1545000000e+00,1.9503054925e+03,0.0000000000e+00
2.1550000000e+00,1.9512098672e+03,0.0000000000e+00
2.1555000000e+00,1.9521140853e+03,0.0000000000e+00
2.1560000000e+00,1.9530181469e+03,0.0000000000e+00
2.1565000000e+00,1.9539220522e+03,0.0000000000e+00
2.1570000000e+00,1.9548258011e+03,0.0000000000e+00
2.1575000000e+00,1.9557293940e+03,0.0000000000e+00
2.1580000000e+00,1.9566328307e+03,0.0000000000e+00
2.1585000000e+00,1.9575361115e+03,0.0000000000e+00
2.1590000000e+00,1.9584392365e+03,0.0000000000e+00
2.1595000000e+00,1.9593422057e+03,0.0000000000e+00
2.1600000000e+00,1.9602450194e+03,0.0000000000e+00
2.1605000000e+00,1.9611476775e+03,0.0000000000e+00
2.1610000000e+00,1.9620501801e+03,0.0000000000e+00
2.1615000000e+00,1.9629525275e+03,0.0000000000e+00
2.1620000000e+00,1.9638547197e+03,0.0000000000e+00
2.1625000000e+00,1.9647567568e+03,0.0000000000e+00
2.1630000000e+00,1.9656586389e+03,0.0000000000e+00
2.1635000000e+00,1.9665603661e+03,0.0000000000e+00
2.1640000000e+00,1.9674619386e+03,0.0000000000e+00
2.1645000000e+00,1.9683633563e+03,0.0000000000e+00
2.1650000000e+00,1.9692646196e+03,0.0000000000e+00
2.1655000000e+00,1.9701657283e+03,0.0000000000e+00
2.1660000000e+00,1.9710666828e+03,0.0000000000e+00
2.1665000000e+00,1.9719674829e+03,0.0000000000e+00
2.1670000000e+00,1.9728681290e+03,0.0000000000e+00
2.1675000000e+00,1.9737686210e+03,0.0000000000e+00
2.1680000000e+00,1.9746689591e+03,0.0000000000e+00
2.1685000000e+00,1.9755691434e+03,0.0000000000e+00
2.1690000000e+00,1.9764691739e+03,0.0000000000e+00
2.1695000000e+00,1.9773690509e+03,0.0000000000e+00
2.1700000000e+00,1.9782687743e+03,0.0000000000e+00
2.1705000000e+00,1.9791683444e+03,0.0000000000e+00
2.1710000000e+00,1.9800677611e+03,0.0000000000e+00
2.1715000000e+00,1.9809670247e+03,0.0000000000e+00
2.1720000000e+00,1.9818661352e+03,0.0000000000e+00
2.1725000000e+00,1.9827650927e+03,0.0000000000e+00
2.1730000000e+00,1.9836638973e+03,0.0000000000e+00
2.1735000000e+00,1.9845625492e+03,0.0000000000e+00
2.1740000000e+00,1.9854610484e+03,0.0000000000e+00
2.1745000000e+00,1.9863593951e+03,0.0000000000e+00
2.1750000000e+00,1.9872575893e+03,0.0000000000e+00
2.1755000000e+00,1.9881556311e+03,0.0000000000e+00
2.1760000000e+00,1.9890535207e+03,0.0000000000e+00
2.1765000000e+00,1.9899512582e+03,0.0000000000e+00
2.1770000000e+00,1.9908488436e+03,0.0000000000e+00
2.1775000000e+00,1.9917462771e+03,0.0000000000e+00
2.1780000000e+00,1.9926435588e+03,0.0000000000e+00
2.1785000000e+00,1.9935406888e+03,0.0000000000e+00
2.1790000000e+00,1.9944376671e+03,0.0000000000e+00
2.1795000000e+00,1.9953344939e+03,0.0000000000e+00
2.1800000000e+00,1.9962311693e+03,0.0000000000e+00
2.1805000000e+00,1.9971276934e+03,0.0000000000e+00
2.1810000000e+00,1.9980240663e+03,0.0000000000e+00
2.1815000000e+00,1.9989202881e+03,0.0000000000e+00
2.1820000000e+00,1.9998163588e+03,0.0000000000e+00
2.1825000000e+00,2.0007122787e+03,0.0000000000e+00
2.1830000000e+00,2.0016080478e+03,0.0000000000e+00
2.1835000000e+00,2.0025036662e+03,0.0000000000e+00
2.1840000000e+00,2.0033991341e+03,0.0000000000e+00
2.1845000000e+00,2.0042944514e+03,0.0000000000e+00
2.1850000000e+00,2.0051896183e+03,0.0000000000e+00
2.1855000000e+00,2.0060846350e+03,0.0000000000e+00
2.1860000000e+00,2.0069795015e+03,0.0000000000e+00
2.1865000000e+00,2.0078742180e+03,0.0000000000e+00
2.1870000000e+00,2.0087687844e+03,0.0000000000e+00
2.1875000000e+00,2.0096632010e+03,0.0000000000e+00
2.1880000000e+00,2.0105574679e+03,0.0000000000e+00
2.1885000000e+00,2.0114515850e+03,0.0000000000e+00
2.1890000000e+00,2.0123455526e+03,0.0000000000e+00
2.1895000000e+00,2.0132393708e+03,0.0000000000e+00
2.1900000000e+00,2.0141330396e+03,0.0000000000e+00
2.1905000000e+00,2.0150265591e+03,0.0000000000e+00
2.1910000000e+00,2.0159199295e+03,0.0000000000e+00
2.1915000000e+00,2.0168131509e+03,0.0000000000e+00
2.1920000000e+00,2.0177062233e+03,0.0000000000e+00
2.1925000000e+00,2.0185991468e+03,0.0000000000e+00
2.1930000000e+00,2.0194919216e+03,0.0000000000e+00
2.1935000000e+00,2.0203845478e+03,0.0000000000e+00
2.1940000000e+00,2.0212770254e+03,0.0000000000e+00
2.1945000000e+00,2.0221693545e+03,0.0000000000e+00
2.1950000000e+00,2.0230615354e+03,0.0000000000e+00
2.1955000000e+00,2.0239535680e+03,0.0000000000e+00
2.1960000000e+00,2.0248454524e+03,0.0000000000e+00
2.1965000000e+00,2.0257371888e+03,0.0000000000e+00
2.1970000000e+00,2.0266287773e+03,0.0000000000e+00
2.1975000000e+00,2.0275202180e+03,0.0000000000e+00
2.1980000000e+00,2.0284115109e+03,0.0000000000e+00
2.1985000000e+00,2.0293026562e+03,0.0000000000e+00
2.1990000000e+00,2.0301936539e+03,0.0000000000e+00
2.1995000000e+00,2.0310845042e+03,0.0000000000e+00
2.2000000000e+00,2.0319752072e+03,0.0000000000e+00
2.2005000000e+00,2.0328657630e+03,0.0000000000e+00
2.2010000000e+00,2.0337561716e+03,0.0000000000e+00
2.2015000000e+00,2.0346464332e+03,0.0000000000e+00
2.2020000000e+00,2.0355365479e+03,0.0000000000e+00
2.2025000000e+00,2.0364265157e+03,0.0000000000e+00
2.2030000000e+00,2.0373163368e+03,0.0000000000e+00
2.2035000000e+00,2.0382060113e+03,0.0000000000e+00
2.2040000000e+00,2.0390955392e+03,0.0000000000e+00
2.2045000000e+00,2.0399849207e+03,0.0000000000e+00
2.2050000000e+00,2.0408741559e+03,0.0000000000e+00
2.2055000000e+00,2.0417632448e+03,0.0000000000e+00
2.2060000000e+00,2.0426521876e+03,0.0000000000e+00
2.2065000000e+00,2.0435409844e+03,0.0000000000e+00
2.2070000000e+00,2.0444296353e+03,0.0000000000e+00
2.2075000000e+00,2.0453181403e+03,0.0000000000e+00
2.2080000000e+00,2.0462064996e+03,0.0000000000e+00
2.2085000000e+00,2.0470947132e+03,0.0000000000e+00
2.2090000000e+00,2.0479827813e+03,0.0000000000e+00
2.2095000000e+00,2.0488707040e+03,0.0000000000e+00
2.2100000000e+00,2.0497584813e+03,0.0000000000e+00
2.2105000000e+00,2.0506461134e+03,0.0000000000e+00
2.2110000000e+00,2.0515336003e+03,0.0000000000e+00
2.2115000000e+00,2.0524209422e+03,0.0000000000e+00
2.2120000000e+00,2.0533081392e+03,0.0000000000e+00
2.2125000000e+00,2.0541951913e+03,0.0000000000e+00
2.2130000000e+00,2.0550820986e+03,0.0000000000e+00
2.2135000000e+00,2.0559688614e+03,0.0000000000e+00
2.2140000000e+00,2.0568554795e+03,0.0000000000e+00
2.2145000000e+00,2.0577419532e+03,0.0000000000e+00
2.2150000000e+00,2.0586282826e+03,0.0000000000e+00
2.2155000000e+00,2.0595144677e+03,0.0000000000e+00
2.2160000000e+00,2.0604005086e+03,0.0000000000e+00
2.2165000000e+00,2.0612864055e+03,0.0000000000e+00
2.2170000000e+00,2.0621721584e+03,0.0000000000e+00
2.2175000000e+00,2.0630577674e+03,0.0000000000e+00
2.2180000000e+00,2.0639432327e+03,0.0000000000e+00
2.2185000000e+00,2.0648285543e+03,0.0000000000e+00
2.2190000000e+00,2.0657137324e+03,0.0000000000e+00
2.2195000000e+00,2.0665987669e+03,0.0000000000e+00
2.2200000000e+00,2.0674836581e+03,0.0000000000e+00
2.2205000000e+00,2.0683684060e+03,0.0000000000e+00
2.2210000000e+00,2.0692530107e+03,0.0000000000e+00
2.2215000000e+00,2.0701374724e+03,0.0000000000e+00
2.2220000000e+00,2.0710217910e+03,0.0000000000e+00
2.2225000000e+00,2.0719059667e+03,0.0000000000e+00
2.2230000000e+00,2.0727899997e+03,0.0000000000e+00
2.2235000000e+00,2.0736738900e+03,0.0000000000e+00
2.2240000000e+00,2.0745576376e+03,0.0000000000e+00
2.2245000000e+00,2.0754412427e+03,0.0000000000e+00
2.2250000000e+00,2.0763247055e+03,0.0000000000e+00
2.2255000000e+00,2.0772080259e+03,0.0000000000e+00
2.2260000000e+00,2.0780912041e+03,0.0000000000e+00
2.2265000000e+00,2.0789742402e+03,0.0000000000e+00
2.2270000000e+00,2.0798571343e+03,0.0000000000e+00
2.2275000000e+00,2.0807398864e+03,0.0000000000e+00
2.2280000000e+00,2.0816224967e+03,0.0000000000e+00
2.2285000000e+00,2.0825049653e+03,0.0000000000e+00
2.2290000000e+00,2.0833872922e+03,0.0000000000e+00
2.2295000000e+00,2.0842694776e+03,0.0000000000e+00
2.2300000000e+00,2.0851515215e+03,0.0000000000e+00
2.2305000000e+00,2.0860334241e+03,0.0000000000e+00
2.2310000000e+00,2.0869151854e+03,0.0000000000e+00
2.2315000000e+00,2.0877968056e+03,0.0000000000e+00
2.2320000000e+00,2.0886782847e+03,0.0000000000e+00
2.2325000000e+00,2.0895596228e+03,0.0000000000e+00
2.2330000000e+00,2.0904408201e+03,0.0000000000e+00
2.2335000000e+00,2.0913218766e+03,0.0000000000e+00
2.2340000000e+00,2.0922027924e+03,0.0000000000e+00
2.2345000000e+00,2.0930835676e+03,0.0000000000e+00
2.2350000000e+00,2.0939642023e+03,0.0000000000e+00
2.2355000000e+00,2.0948446966e+03,0.0000000000e+00
2.2360000000e+00,2.0957250506e+03,0.0000000000e+00
2.2365000000e+00,2.0966052644e+03,0.0000000000e+00
2.2370000000e+00,2.0974853381e+03,0.0000000000e+00
2.2375000000e+00,2.0983652718e+03,0.0000000000e+00
2.2380000000e+00,2.0992450655e+03,0.0000000000e+00
2.2385000000e+00,2.1001247194e+03,0.0000000000e+00
2.2390000000e+00,2.1010042336e+03,0.0000000000e+00
2.2395000000e+00,2.1018836081e+03,0.0000000000e+00
2.2400000000e+00,2.1027628431e+03,0.0000000000e+00
2.2405000000e+00,2.1036419387e+03,0.0000000000e+00
2.2410000000e+00,2.1045208948e+03,0.0000000000e+00
2.2415000000e+00,2.1053997118e+03,0.0000000000e+00
2.2420000000e+00,2.1062783895e+03,0.0000000000e+00
2.2425000000e+00,2.1071569282e+03,0.0000000000e+00
2.2430000000e+00,2.1080353278e+03,0.0000000000e+00
2.2435000000e+00,2.1089135886e+03,0.0000000000e+00
2.2440000000e+00,2.1097917106e+03,0.0000000000e+00
2.2445000000e+00,2.1106696939e+03,0.0000000000e+00
2.2450000000e+00,2.1115475386e+03,0.0000000000e+00
2.2455000000e+00,2.1124252448e+03,0.0000000000e+00
2.2460000000e+00,2.1133028125e+03,0.0000000000e+00
2.2465000000e+00,2.1141802419e+03,0.0000000000e+00
2.2470000000e+00,2.1150575331e+03,0.0000000000e+00
2.2475000000e+00,2.1159346861e+03,0.0000000000e+00
2.2480000000e+00,2.1168117011e+03,0.0000000000e+00
2.2485000000e+00,2.1176885782e+03,0.0000000000e+00
2.2490000000e+00,2.1185653174e+03,0.0000000000e+00
2.2495000000e+00,2.1194419188e+03,0.0000000000e+00
2.2500000000e+00,2.1203183825e+03,0.0000000000e+00
2.2505000000e+00,2.1211947086e+03,0.0000000000e+00
2.2510000000e+00,2.1220708973e+03,0.0000000000e+00
2.2515000000e+00,2.1229469486e+03,0.0000000000e+00
2.2520000000e+00,2.1238228625e+03,0.0000000000e+00
2.2525000000e+00,2.1246986392e+03,0.0000000000e+00
2.2530000000e+00,2.1255742789e+03,0.0000000000e+00
2.2535000000e+00,2.1264497814e+03,0.0000000000e+00
2.2540000000e+00,2.1273251471e+03,0.0000000000e+00
2.2545000000e+00,2.1282003759e+03,0.0000000000e+00
2.2550000000e+00,2.1290754680e+03,0.0000000000e+00
2.2555000000e+00,2.1299504234e+03,0.0000000000e+00
2.2560000000e+00,2.1308252422e+03,0.0000000000e+00
2.2565000000e+00,2.1316999245e+03,0.0000000000e+00
2.2570000000e+00,2.1325744705e+03,0.0000000000e+00
2.2575000000e+00,2.1334488802e+03,0.0000000000e+00
2.2580000000e+00,2.1343231536e+03,0.0000000000e+00
2.2585000000e+00,2.1351972910e+03,0.0000000000e+00
2.2590000000e+00,2.1360712924e+03,0.0000000000e+00
2.2595000000e+00,2.1369451578e+03,0.0000000000e+00
2.2600000000e+00,2.1378188874e+03,0.0000000000e+00
2.2605000000e+00,2.1386924812e+03,0.0000000000e+00
2.2610000000e+00,2.1395659394e+03,0.0000000000e+00
2.2615000000e+00,2.1404392620e+03,0.0000000000e+00
2.2620000000e+00,2.1413124492e+03,0.0000000000e+00
2.2625000000e+00,2.1421855010e+03,0.0000000000e+00
2.2630000000e+00,2.1430584175e+03,0.0000000000e+00
2.2635000000e+00,2.1439311988e+03,0.0000000000e+00
2.2640000000e+00,2.1448038449e+03,0.0000000000e+00
2.2645000000e+00,2.1456763561e+03,0.0000000000e+00
2.2650000000e+00,2.1465487324e+03,0.0000000000e+00
2.2655000000e+00,2.1474209738e+03,0.0000000000e+00
2.2660000000e+00,2.1482930805e+03,0.0000000000e+00
2.2665000000e+00,2.1491650525e+03,0.0000000000e+00
2.2670000000e+00,2.1500368899e+03,0.0000000000e+00
2.2675000000e+00,2.1509085929e+03,0.0000000000e+00
2.2680000000e+00,2.1517801615e+03,0.0000000000e+00
2.2685000000e+00,2.1526515958e+03,0.0000000000e+00
2.2690000000e+00,2.1535228959e+03,0.0000000000e+00
2.2695000000e+00,2.1543940619e+03,0.0000000000e+00
2.2700000000e+00,2.1552650939e+03,0.0000000000e+00
2.2705000000e+00,2.1561359920e+03,0.0000000000e+00
2.2710000000e+00,2.1570067562e+03,0.0000000000e+00
2.2715000000e+00,2.1578773866e+03,0.0000000000e+00
2.2720000000e+00,2.1587478834e+03,0.0000000000e+00
2.2725000000e+00,2.1596182466e+03,0.0000000000e+00
2.2730000000e+00,2.1604884764e+03,0.0000000000e+00
2.2735000000e+00,2.1613585727e+03,0.0000000000e+00
2.2740000000e+00,2.1622285357e+03,0.0000000000e+00
2.2745000000e+00,2.1630983656e+03,0.0000000000e+00
2.2750000000e+00,2.1639680623e+03,0.0000000000e+00
2.2755000000e+00,2.1648376259e+03,0.0000000000e+00
2.2760000000e+00,2.1657070566e+03,0.0000000000e+00
2.2765000000e+00,2.1665763545e+03,0.0000000000e+00
2.2770000000e+00,2.1674455196e+03,0.0000000000e+00
2.2775000000e+00,2.1683145520e+03,0.0000000000e+00
2.2780000000e+00,2.1691834518e+03,0.0000000000e+00
2.2785000000e+00,2.1700522191e+03,0.0000000000e+00
2.2790000000e+00,2.1709208540e+03,0.0000000000e+00
2.2795000000e+00,2.1717893566e+03,0.0000000000e+00
2.2800000000e+00,2.1726577270e+03,0.0000000000e+00
2.2805000000e+00,2.1735259651e+03,0.0000000000e+00
2.2810000000e+00,2.1743940713e+03,0.0000000000e+00
2.2815000000e+00,2.1752620454e+03,0.0000000000e+00
2.2820000000e+00,2.1761298877e+03,0.0000000000e+00
2.2825000000e+00,2.1769975982e+03,0.0000000000e+00
2.2830000000e+00,2.1778651770e+03,0.0000000000e+00
2.2835000000e+00,2.1787326242e+03,0.0000000000e+00
2.2840000000e+00,2.1795999398e+03,0.0000000000e+00
2.2845000000e+00,2.1804671240e+03,0.0000000000e+00
2.2850000000e+00,2.1813341768e+03,0.0000000000e+00
2.2855000000e+00,2.1822010984e+03,0.0000000000e+00
2.2860000000e+00,2.1830678888e+03,0.0000000000e+00
2.2865000000e+00,2.1839345481e+03,0.0000000000e+00
2.2870000000e+00,2.1848010764e+03,0.0000000000e+00
2.2875000000e+00,2.1856674738e+03,0.0000000000e+00
2.2880000000e+00,2.1865337404e+03,0.0000000000e+00
2.2885000000e+00,2.1873998762e+03,0.0000000000e+00
2.2890000000e+00,2.1882658814e+03,0.0000000000e+00
2.2895000000e+00,2.1891317560e+03,0.0000000000e+00
2.2900000000e+00,2.1899975001e+03,0.0000000000e+00
2.2905000000e+00,2.1908631138e+03,0.0000000000e+00
2.2910000000e+00,2.1917285973e+03,0.0000000000e+00
2.2915000000e+00,2.1925939505e+03,0.0000000000e+00
2.2920000000e+00,2.1934591736e+03,0.0000000000e+00
2.2925000000e+00,2.1943242666e+03,0.0000000000e+00
2.2930000000e+00,2.1951892297e+03,0.0000000000e+00
2.2935000000e+00,2.1960540629e+03,0.0000000000e+00
2.2940000000e+00,2.1969187664e+03,0.0000000000e+00
2.2945000000e+00,2.1977833401e+03,0.0000000000e+00
2.2950000000e+00,2.1986477842e+03,0.0000000000e+00
2.2955000000e+00,2.1995120988e+03,0.0000000000e+00
2.2960000000e+00,2.2003762840e+03,0.0000000000e+00
2.2965000000e+00,2.2012403398e+03,0.0000000000e+00
2.2970000000e+00,2.2021042664e+03,0.0000000000e+00
2.2975000000e+00,2.2029680638e+03,0.0000000000e+00
2.2980000000e+00,2.2038317321e+03,0.0000000000e+00
2.2985000000e+00,2.2046952714e+03,0.0000000000e+00
2.2990000000e+00,2.2055586817e+03,0.0000000000e+00
2.2995000000e+00,2.2064219633e+03,0.0000000000e+00
2.3000000000e+00,2.2072851161e+03,0.0000000000e+00
2.3005000000e+00,2.2081481402e+03,0.0000000000e+00
2.3010000000e+00,2.2090110357e+03,0.0000000000e+00
2.3015000000e+00,2.2098738028e+03,0.0000000000e+00
2.3020000000e+00,2.2107364415e+03,0.0000000000e+00
2.3025000000e+00,2.2115989518e+03,0.0000000000e+00
2.3030000000e+00,2.2124613339e+03,0.0000000000e+00
2.3035000000e+00,2.2133235879e+03,0.0000000000e+00
2.3040000000e+00,2.2141857138e+03,0.0000000000e+00
2.3045000000e+00,2.2150477117e+03,0.0000000000e+00
2.3050000000e+00,2.2159095817e+03,0.0000000000e+00
2.3055000000e+00,2.2167713239e+03,0.0000000000e+00
2.3060000000e+00,2.2176329384e+03,0.0000000000e+00
2.3065000000e+00,2.2184944253e+03,0.0000000000e+00
2.3070000000e+00,2.2193557846e+03,0.0000000000e+00
2.3075000000e+00,2.2202170165e+03,0.0000000000e+00
2.3080000000e+00,2.2210781209e+03,0.0000000000e+00
2.3085000000e+00,2.2219390981e+03,0.0000000000e+00
2.3090000000e+00,2.2227999481e+03,0.0000000000e+00
2.3095000000e+00,2.2236606709e+03,0.0000000000e+00
2.3100000000e+00,2.2245212667e+03,0.0000000000e+00
2.3105000000e+00,2.2253817355e+03,0.0000000000e+00
2.3110000000e+00,2.2262420775e+03,0.0000000000e+00
2.3115000000e+00,2.2271022927e+03,0.0000000000e+00
2.3120000000e+00,2.2279623811e+03,0.0000000000e+00
2.3125000000e+00,2.2288223430e+03,0.0000000000e+00
2.3130000000e+00,2.2296821783e+03,0.0000000000e+00
2.3135000000e+00,2.2305418872e+03,0.0000000000e+00
2.3140000000e+00,2.2314014697e+03,0.0000000000e+00
2.3145000000e+00,2.2322609259e+03,0.0000000000e+00
2.3150000000e+00,2.2331202559e+03,0.0000000000e+00
2.3155000000e+00,2.2339794598e+03,0.0000000000e+00
2.3160000000e+00,2.2348385376e+03,0.0000000000e+00
2.3165000000e+00,2.2356974895e+03,0.0000000000e+00
2.3170000000e+00,2.2365563156e+03,0.0000000000e+00
2.3175000000e+00,2.2374150159e+03,0.0000000000e+00
2.3180000000e+00,2.2382735904e+03,0.0000000000e+00
2.3185000000e+00,2.2391320394e+03,0.0000000000e+00
2.3190000000e+00,2.2399903628e+03,0.0000000000e+00
2.3195000000e+00,2.2408485608e+03,0.0000000000e+00
2.3200000000e+00,2.2417066334e+03,0.0000000000e+00
2.3205000000e+00,2.2425645807e+03,0.0000000000e+00
2.3210000000e+00,2.2434224029e+03,0.0000000000e+00
2.3215000000e+00,2.2442800999e+03,0.0000000000e+00
2.3220000000e+00,2.2451376719e+03,0.0000000000e+00
2.3225000000e+00,2.2459951189e+03,0.0000000000e+00
2.3230000000e+00,2.2468524411e+03,0.0000000000e+00
2.3235000000e+00,2.2477096385e+03,0.0000000000e+00
2.3240000000e+00,2.2485667112e+03,0.0000000000e+00
2.3245000000e+00,2.2494236593e+03,0.0000000000e+00
2.3250000000e+00,2.2502804828e+03,0.0000000000e+00
2.3255000000e+00,2.2511371819e+03,0.0000000000e+00
2.3260000000e+00,2.2519937567e+03,0.0000000000e+00
2.3265000000e+00,2.2528502071e+03,0.0000000000e+00
2.3270000000e+00,2.2537065333e+03,0.0000000000e+00
2.3275000000e+00,2.2545627354e+03,0.0000000000e+00
2.3280000000e+00,2.2554188135e+03,0.0000000000e+00
2.3285000000e+00,2.2562747676e+03,0.0000000000e+00
2.3290000000e+00,2.2571305979e+03,0.0000000000e+00
2.3295000000e+00,2.2579863043e+03,0.0000000000e+00
2.3300000000e+00,2.2588418871e+03,0.0000000000e+00
2.3305000000e+00,2.2596973462e+03,0.0000000000e+00
2.3310000000e+00,2.2605526818e+03,0.0000000000e+00
2.3315000000e+00,2.2614078939e+03,0.0000000000e+00
2.3320000000e+00,2.2622629826e+03,0.0000000000e+00
2.3325000000e+00,2.2631179480e+03,0.0000000000e+00
2.3330000000e+00,2.2639727902e+03,0.0000000000e+00
2.3335000000e+00,2.2648275093e+03,0.0000000000e+00
2.3340000000e+00,2.2656821053e+03,0.0000000000e+00
2.3345000000e+00,2.2665365783e+03,0.0000000000e+00
2.3350000000e+00,2.2673909284e+03,0.0000000000e+00
2.3355000000e+00,2.2682451558e+03,0.0000000000e+00
2.3360000000e+00,2.2690992603e+03,0.0000000000e+00
2.3365000000e+00,2.2699532423e+03,0.0000000000e+00
2.3370000000e+00,2.2708071017e+03,0.0000000000e+00
2.3375000000e+00,2.2716608386e+03,0.0000000000e+00
2.3380000000e+00,2.2725144530e+03,0.0000000000e+00
2.3385000000e+00,2.2733679452e+03,0.0000000000e+00
2.3390000000e+00,2.2742213151e+03,0.0000000000e+00
2.3395000000e+00,2.2750745629e+03,0.0000000000e+00
2.3400000000e+00,2.2759276885e+03,0.0000000000e+00
2.3405000000e+00,2.2767806922e+03,0.0000000000e+00
2.3410000000e+00,2.2776335739e+03,0.0000000000e+00
2.3415000000e+00,2.2784863338e+03,0.0000000000e+00
2.3420000000e+00,2.2793389720e+03,0.0000000000e+00
2.3425000000e+00,2.2801914884e+03,0.0000000000e+00
2.3430000000e+00,2.2810438833e+03,0.0000000000e+00
2.3435000000e+00,2.2818961567e+03,0.0000000000e+00
2.3440000000e+00,2.2827483086e+03,0.0000000000e+00
2.3445000000e+00,2.2836003391e+03,0.0000000000e+00
2.3450000000e+00,2.2844522484e+03,0.0000000000e+00
2.3455000000e+00,2.2853040365e+03,0.0000000000e+00
2.3460000000e+00,2.2861557034e+03,0.0000000000e+00
2.3465000000e+00,2.2870072493e+03,0.0000000000e+00
2.3470000000e+00,2.2878586743e+03,0.0000000000e+00
2.3475000000e+00,2.2887099784e+03,0.0000000000e+00
2.3480000000e+00,2.2895611617e+03,0.0000000000e+00
2.3485000000e+00,2.2904122243e+03,0.0000000000e+00
2.3490000000e+00,2.2912631662e+03,0.0000000000e+00
2.3495000000e+00,2.2921139876e+03,0.0000000000e+00
2.3500000000e+00,2.2929646885e+03,0.0000000000e+00
2.3505000000e+00,2.2938152689e+03,0.0000000000e+00
2.3510000000e+00,2.2946657291e+03,0.0000000000e+00
2.3515000000e+00,2.2955160691e+03,0.0000000000e+00
2.3520000000e+00,2.2963662888e+03,0.0000000000e+00
2.3525000000e+00,2.2972163885e+03,0.0000000000e+00
2.3530000000e+00,2.2980663682e+03,0.0000000000e+00
2.3535000000e+00,2.2989162280e+03,0.0000000000e+00
2.3540000000e+00,2.2997659679e+03,0.0000000000e+00
2.3545000000e+00,2.3006155880e+03,0.0000000000e+00
2.3550000000e+00,2.3014650885e+03,0.0000000000e+00
2.3555000000e+00,2.3023144694e+03,0.0000000000e+00
2.3560000000e+00,2.3031637307e+03,0.0000000000e+00
2.3565000000e+00,2.3040128726e+03,0.0000000000e+00
2.3570000000e+00,2.3048618951e+03,0.0000000000e+00
2.3575000000e+00,2.3057107983e+03,0.0000000000e+00
2.3580000000e+00,2.3065595823e+03,0.0000000000e+00
2.3585000000e+00,2.3074082472e+03,0.0000000000e+00
2.3590000000e+00,2.3082567930e+03,0.0000000000e+00
2.3595000000e+00,2.3091052198e+03,0.0000000000e+00
2.3600000000e+00,2.3099535278e+03,0.0000000000e+00
2.3605000000e+00,2.3108017169e+03,0.0000000000e+00
2.3610000000e+00,2.3116497873e+03,0.0000000000e+00
2.3615000000e+00,2.3124977390e+03,0.0000000000e+00
2.3620000000e+00,2.3133455721e+03,0.0000000000e+00
2.3625000000e+00,2.3141932867e+03,0.0000000000e+00
2.3630000000e+00,2.3150408829e+03,0.0000000000e+00
2.3635000000e+00,2.3158883607e+03,0.0000000000e+00
2.3640000000e+00,2.3167357203e+03,0.0000000000e+00
2.3645000000e+00,2.3175829616e+03,0.0000000000e+00
2.3650000000e+00,2.3184300848e+03,0.0000000000e+00
2.3655000000e+00,2.3192770900e+03,0.0000000000e+00
2.3660000000e+00,2.3201239773e+03,0.0000000000e+00
2.3665000000e+00,2.3209707466e+03,0.0000000000e+00
2.3670000000e+00,2.3218173981e+03,0.0000000000e+00
2.3675000000e+00,2.3226639320e+03,0.0000000000e+00
2.3680000000e+00,2.3235103481e+03,0.0000000000e+00
2.3685000000e+00,2.3243566467e+03,0.0000000000e+00
2.3690000000e+00,2.3252028278e+03,0.0000000000e+00
2.3695000000e+00,2.3260488914e+03,0.0000000000e+00
2.3700000000e+00,2.3268948377e+03,0.0000000000e+00
2.3705000000e+00,2.3277406668e+03,0.0000000000e+00
2.3710000000e+00,2.3285863786e+03,0.0000000000e+00
2.3715000000e+00,2.3294319734e+03,0.0000000000e+00
2.3720000000e+00,2.3302774511e+03,0.0000000000e+00
2.3725000000e+00,2.3311228118e+03,0.0000000000e+00
2.3730000000e+00,2.3319680557e+03,0.0000000000e+00
2.3735000000e+00,2.3328131827e+03,0.0000000000e+00
2.3740000000e+00,2.3336581931e+03,0.0000000000e+00
2.3745000000e+00,2.3345030867e+03,0.0000000000e+00
2.3750000000e+00,2.3353478638e+03,0.0000000000e+00
2.3755000000e+00,2.3361925244e+03,0.0000000000e+00
2.3760000000e+00,2.3370370686e+03,0.0000000000e+00
2.3765000000e+00,2.3378814965e+03,0.0000000000e+00
2.3770000000e+00,2.3387258080e+03,0.0000000000e+00
2.3775000000e+00,2.3395700034e+03,0.0000000000e+00
2.3780000000e+00,2.3404140827e+03,0.0000000000e+00
2.3785000000e+00,2.3412580459e+03,0.0000000000e+00
2.3790000000e+00,2.3421018931e+03,0.0000000000e+00
2.3795000000e+00,2.3429456245e+03,0.0000000000e+00
2.3800000000e+00,2.3437892400e+03,0.0000000000e+00
2.3805000000e+00,2.3446327398e+03,0.0000000000e+00
2.3810000000e+00,2.3454761240e+03,0.0000000000e+00
