lambda_over_k0,abs_d_te
2.1595000000e+00,7.1980523196e+02
2.1600000000e+00,7.2001997014e+02
2.1605000000e+00,7.2023471199e+02
2.1610000000e+00,7.2044945752e+02
2.1615000000e+00,7.2066420674e+02
2.1620000000e+00,7.2087895964e+02
2.1625000000e+00,7.2109371622e+02
2.1630000000e+00,7.2130847649e+02
2.1635000000e+00,7.2152324044e+02
2.1640000000e+00,7.2173800808e+02
2.1645000000e+00,7.2195277942e+02
2.1650000000e+00,7.2216755444e+02
2.1655000000e+00,7.2238233316e+02
2.1660000000e+00,7.2259711557e+02
2.1665000000e+00,7.2281190168e+02
2.1670000000e+00,7.2302669149e+02
2.1675000000e+00,7.2324148500e+02
2.1680000000e+00,7.2345628220e+02
2.1685000000e+00,7.2367108311e+02
2.1690000000e+00,7.2388588773e+02
2.1695000000e+00,7.2410069605e+02
2.1700000000e+00,7.2431550807e+02
2.1705000000e+00,7.2453032381e+02
2.1710000000e+00,7.2474514325e+02
2.1715000000e+00,7.2495996641e+02
2.1720000000e+00,7.2517479328e+02
2.1725000000e+00,7.2538962386e+02
2.1730000000e+00,7.2560445815e+02
2.1735000000e+00,7.2581929617e+02
2.1740000000e+00,7.2603413790e+02
2.1745000000e+00,7.2624898335e+02
2.1750000000e+00,7.2646383252e+02
2.1755000000e+00,7.2667868542e+02
2.1760000000e+00,7.2689354204e+02
2.1765000000e+00,7.2710840238e+02
2.1770000000e+00,7.2732326645e+02
2.1775000000e+00,7.2753813425e+02
2.1780000000e+00,7.2775300578e+02
2.1785000000e+00,7.2796788104e+02
2.1790000000e+00,7.2818276003e+02
2.1795000000e+00,7.2839764275e+02
2.1800000000e+00,7.2861252921e+02
2.1805000000e+00,7.2882741941e+02
2.1810000000e+00,7.2904231334e+02
2.1815000000e+00,7.2925721101e+02
2.1820000000e+00,7.2947211242e+02
2.1825000000e+00,7.2968701757e+02
2.1830000000e+00,7.2990192646e+02
2.1835000000e+00,7.3011683910e+02
2.1840000000e+00,7.3033175548e+02
2.1845000000e+00,7.3054667561e+02
2.1850000000e+00,7.3076159949e+02
2.1855000000e+00,7.3097652711e+02
2.1860000000e+00,7.3119145849e+02
2.1865000000e+00,7.3140639361e+02
2.1870000000e+00,7.3162133249e+02
2.1875000000e+00,7.3183627512e+02
2.1880000000e+00,7.3205122151e+02
2.1885000000e+00,7.3226617166e+02
2.1890000000e+00,7.3248112556e+02
2.1895000000e+00,7.3269608322e+02
2.1900000000e+00,7.3291104464e+02
2.1905000000e+00,7.3312600982e+02
2.1910000000e+00,7.3334097876e+02
2.1915000000e+00,7.3355595147e+02
2.1920000000e+00,7.3377092794e+02
2.1925000000e+00,7.3398590817e+02
2.1930000000e+00,7.3420089218e+02
2.1935000000e+00,7.3441587995e+02
2.1940000000e+00,7.3463087149e+02
2.1945000000e+00,7.3484586680e+02
2.1950000000e+00,7.3506086588e+02
2.1955000000e+00,7.3527586874e+02
2.1960000000e+00,7.3549087537e+02
2.1965000000e+00,7.3570588577e+02
2.1970000000e+00,7.3592089995e+02
2.1975000000e+00,7.3613591791e+02
2.1980000000e+00,7.3635093965e+02
2.1985000000e+00,7.3656596516e+02
2.1990000000e+00,7.3678099445e+02
2.1995000000e+00,7.3699602753e+02
2.2000000000e+00,7.3721106439e+02
2.2005000000e+00,7.3742610503e+02
2.2010000000e+00,7.3764114946e+02
2.2015000000e+00,7.3785619767e+02
2.2020000000e+00,7.3807124967e+02
2.2025000000e+00,7.3828630546e+02
2.2030000000e+00,7.3850136503e+02
2.2035000000e+00,7.3871642840e+02
2.2040000000e+00,7.3893149556e+02
2.2045000000e+00,7.3914656651e+02
2.2050000000e+00,7.3936164125e+02
2.2055000000e+00,7.3957671978e+02
2.2060000000e+00,7.3979180211e+02
2.2065000000e+00,7.4000688824e+02
2.2070000000e+00,7.4022197816e+02
2.2075000000e+00,7.4043707188e+02
2.2080000000e+00,7.4065216940e+02
2.2085000000e+00,7.4086727072e+02
2.2090000000e+00,7.4108237585e+02
2.2095000000e+00,7.4129748477e+02
2.2100000000e+00,7.4151259749e+02
2.2105000000e+00,7.4172771402e+02
2.2110000000e+00,7.4194283436e+02
2.2115000000e+00,7.4215795850e+02
2.2120000000e+00,7.4237308644e+02
2.2125000000e+00,7.4258821819e+02
2.2130000000e+00,7.4280335376e+02
2.2135000000e+00,7.4301849313e+02
2.2140000000e+00,7.4323363631e+02
2.2145000000e+00,7.4344878330e+02
2.2150000000e+00,7.4366393411e+02
2.2155000000e+00,7.4387908872e+02
2.2160000000e+00,7.4409424715e+02
2.2165000000e+00,7.4430940940e+02
2.2170000000e+00,7.4452457546e+02
2.2175000000e+00,7.4473974534e+02
2.2180000000e+00,7.4495491903e+02
2.2185000000e+00,7.4517009654e+02
2.2190000000e+00,7.4538527788e+02
2.2195000000e+00,7.4560046303e+02
2.2200000000e+00,7.4581565200e+02
2.2205000000e+00,7.4603084479e+02
2.2210000000e+00,7.4624604141e+02
2.2215000000e+00,7.4646124185e+02
2.2220000000e+00,7.4667644611e+02
2.2225000000e+00,7.4689165420e+02
2.2230000000e+00,7.4710686611e+02
2.2235000000e+00,7.4732208185e+02
2.2240000000e+00,7.4753730142e+02
2.2245000000e+00,7.4775252481e+02
2.2250000000e+00,7.4796775204e+02
2.2255000000e+00,7.4818298309e+02
2.2260000000e+00,7.4839821797e+02
2.2265000000e+00,7.4861345669e+02
2.2270000000e+00,7.4882869923e+02
2.2275000000e+00,7.4904394561e+02
2.2280000000e+00,7.4925919583e+02
2.2285000000e+00,7.4947444987e+02
2.2290000000e+00,7.4968970775e+02
2.2295000000e+00,7.4990496947e+02
2.2300000000e+00,7.5012023502e+02
2.2305000000e+00,7.5033550441e+02
2.2310000000e+00,7.5055077764e+02
2.2315000000e+00,7.5076605470e+02
2.2320000000e+00,7.5098133561e+02
2.2325000000e+00,7.5119662035e+02
2.2330000000e+00,7.5141190894e+02
2.2335000000e+00,7.5162720137e+02
2.2340000000e+00,7.5184249763e+02
2.2345000000e+00,7.5205779775e+02
2.2350000000e+00,7.5227310170e+02
2.2355000000e+00,7.5248840950e+02
2.2360000000e+00,7.5270372114e+02
2.2365000000e+00,7.5291903663e+02
2.2370000000e+00,7.5313435596e+02
2.2375000000e+00,7.5334967914e+02
2.2380000000e+00,7.5356500617e+02
2.2385000000e+00,7.5378033705e+02
2.2390000000e+00,7.5399567177e+02
2.2395000000e+00,7.5421101035e+02
2.2400000000e+00,7.5442635277e+02
2.2405000000e+00,7.5464169904e+02
2.2410000000e+00,7.5485704917e+02
2.2415000000e+00,7.5507240314e+02
2.2420000000e+00,7.5528776097e+02
2.2425000000e+00,7.5550312265e+02
2.2430000000e+00,7.5571848818e+02
2.2435000000e+00,7.5593385757e+02
2.2440000000e+00,7.5614923082e+02
2.2445000000e+00,7.5636460791e+02
2.2450000000e+00,7.5657998887e+02
2.2455000000e+00,7.5679537368e+02
2.2460000000e+00,7.5701076234e+02
2.2465000000e+00,7.5722615487e+02
2.2470000000e+00,7.5744155125e+02
2.2475000000e+00,7.5765695149e+02
2.2480000000e+00,7.5787235559e+02
2.2485000000e+00,7.5808776355e+02
2.2490000000e+00,7.5830317536e+02
2.2495000000e+00,7.5851859104e+02
2.2500000000e+00,7.5873401058e+02
2.2505000000e+00,7.5894943399e+02
2.2510000000e+00,7.5916486125e+02
2.2515000000e+00,7.5938029238e+02
2.2520000000e+00,7.5959572737e+02
2.2525000000e+00,7.5981116622e+02
2.2530000000e+00,7.6002660894e+02
2.2535000000e+00,7.6024205552e+02
2.2540000000e+00,7.6045750596e+02
2.2545000000e+00,7.6067296028e+02
2.2550000000e+00,7.6088841846e+02
2.2555000000e+00,7.6110388050e+02
2.2560000000e+00,7.6131934641e+02
2.2565000000e+00,7.6153481619e+02
2.2570000000e+00,7.6175028984e+02
2.2575000000e+00,7.6196576736e+02
2.2580000000e+00,7.6218124874e+02
2.2585000000e+00,7.6239673399e+02
2.2590000000e+00,7.6261222312e+02
2.2595000000e+00,7.6282771611e+02
2.2600000000e+00,7.6304321297e+02
2.2605000000e+00,7.6325871371e+02
2.2610000000e+00,7.6347421831e+02
2.2615000000e+00,7.6368972679e+02
2.2620000000e+00,7.6390523914e+02
2.2625000000e+00,7.6412075536e+02
2.2630000000e+00,7.6433627546e+02
2.2635000000e+00,7.6455179942e+02
2.2640000000e+00,7.6476732726e+02
2.2645000000e+00,7.6498285898e+02
2.2650000000e+00,7.6519839457e+02
2.2655000000e+00,7.6541393403e+02
2.2660000000e+00,7.6562947737e+02
2.2665000000e+00,7.6584502459e+02
2.2670000000e+00,7.6606057568e+02
2.2675000000e+00,7.6627613065e+02
2.2680000000e+00,7.6649168949e+02
2.2685000000e+00,7.6670725221e+02
2.2690000000e+00,7.6692281881e+02
2.2695000000e+00,7.6713838929e+02
2.2700000000e+00,7.6735396364e+02
2.2705000000e+00,7.6756954187e+02
2.2710000000e+00,7.6778512398e+02
2.2715000000e+00,7.6800070997e+02
2.2720000000e+00,7.6821629984e+02
2.2725000000e+00,7.6843189358e+02
2.2730000000e+00,7.6864749121e+02
2.2735000000e+00,7.6886309272e+02
2.2740000000e+00,7.6907869811e+02
2.2745000000e+00,7.6929430737e+02
2.2750000000e+00,7.6950992052e+02
2.2755000000e+00,7.6972553755e+02
2.2760000000e+00,7.6994115846e+02
2.2765000000e+00,7.7015678326e+02
2.2770000000e+00,7.7037241193e+02
2.2775000000e+00,7.7058804449e+02
2.2780000000e+00,7.7080368093e+02
2.2785000000e+00,7.7101932125e+02
2.2790000000e+00,7.7123496545e+02
2.2795000000e+00,7.7145061354e+02
2.2800000000e+00,7.7166626551e+02
2.2805000000e+00,7.7188192137e+02
2.2810000000e+00,7.7209758111e+02
2.2815000000e+00,7.7231324473e+02
2.2820000000e+00,7.7252891224e+02
2.2825000000e+00,7.7274458363e+02
2.2830000000e+00,7.7296025891e+02
2.2835000000e+00,7.7317593807e+02
2.2840000000e+00,7.7339162111e+02
2.2845000000e+00,7.7360730805e+02
2.2850000000e+00,7.7382299886e+02
2.2855000000e+00,7.7403869357e+02
2.2860000000e+00,7.7425439216e+02
2.2865000000e+00,7.7447009463e+02
2.2870000000e+00,7.7468580099e+02
2.2875000000e+00,7.7490151124e+02
2.2880000000e+00,7.7511722537e+02
2.2885000000e+00,7.7533294340e+02
2.2890000000e+00,7.7554866530e+02
2.2895000000e+00,7.7576439110e+02
2.2900000000e+00,7.7598012078e+02
2.2905000000e+00,7.7619585435e+02
2.2910000000e+00,7.7641159181e+02
2.2915000000e+00,7.7662733315e+02
2.2920000000e+00,7.7684307838e+02
2.2925000000e+00,7.7705882750e+02
2.2930000000e+00,7.7727458051e+02
2.2935000000e+00,7.7749033741e+02
2.2940000000e+00,7.7770609819e+02
2.2945000000e+00,7.7792186286e+02
2.2950000000e+00,7.7813763142e+02
2.2955000000e+00,7.7835340387e+02
2.2960000000e+00,7.7856918021e+02
2.2965000000e+00,7.7878496044e+02
2.2970000000e+00,7.7900074455e+02
2.2975000000e+00,7.7921653255e+02
2.2980000000e+00,7.7943232445e+02
2.2985000000e+00,7.7964812023e+02
2.2990000000e+00,7.7986391990e+02
2.2995000000e+00,7.8007972346e+02
2.3000000000e+00,7.8029553091e+02
2.3005000000e+00,7.8051134225e+02
2.3010000000e+00,7.8072715748e+02
2.3015000000e+00,7.8094297659e+02
2.3020000000e+00,7.8115879960e+02
2.3025000000e+00,7.8137462650e+02
2.3030000000e+00,7.8159045728e+02
2.3035000000e+00,7.8180629196e+02
2.3040000000e+00,7.8202213052e+02
2.3045000000e+00,7.8223797297e+02
2.3050000000e+00,7.8245381932e+02
2.3055000000e+00,7.8266966955e+02
2.3060000000e+00,7.8288552367e+02
2.3065000000e+00,7.8310138169e+02
2.3070000000e+00,7.8331724359e+02
2.3075000000e+00,7.8353310938e+02
2.3080000000e+00,7.8374897906e+02
2.3085000000e+00,7.8396485263e+02
2.3090000000e+00,7.8418073009e+02
2.3095000000e+00,7.8439661144e+02
2.3100000000e+00,7.8461249668e+02
2.3105000000e+00,7.8482838581e+02
2.3110000000e+00,7.8504427883e+02
2.3115000000e+00,7.8526017574e+02
2.3120000000e+00,7.8547607654e+02
2.3125000000e+00,7.8569198122e+02
2.3130000000e+00,7.8590788980e+02
2.3135000000e+00,7.8612380227e+02
2.3140000000e+00,7.8633971862e+02
2.3145000000e+00,7.8655563887e+02
2.3150000000e+00,7.8677156300e+02
2.3155000000e+00,7.8698749102e+02
2.3160000000e+00,7.8720342293e+02
2.3165000000e+00,7.8741935873e+02
2.3170000000e+00,7.8763529842e+02
2.3175000000e+00,7.8785124200e+02
2.3180000000e+00,7.8806718947e+02
2.3185000000e+00,7.8828314082e+02
2.3190000000e+00,7.8849909607e+02
2.3195000000e+00,7.8871505520e+02
2.3200000000e+00,7.8893101822e+02
2.3205000000e+00,7.8914698513e+02
2.3210000000e+00,7.8936295593e+02
2.3215000000e+00,7.8957893061e+02
2.3220000000e+00,7.8979490918e+02
2.3225000000e+00,7.9001089165e+02
2.3230000000e+00,7.9022687799e+02
2.3235000000e+00,7.9044286823e+02
2.3240000000e+00,7.9065886235e+02
2.3245000000e+00,7.9087486036e+02
2.3250000000e+00,7.9109086226e+02
2.3255000000e+00,7.9130686805e+02
2.3260000000e+00,7.9152287772e+02
2.3265000000e+00,7.9173889128e+02
2.3270000000e+00,7.9195490872e+02
2.3275000000e+00,7.9217093005e+02
2.3280000000e+00,7.9238695527e+02
2.3285000000e+00,7.9260298438e+02
2.3290000000e+00,7.9281901737e+02
2.3295000000e+00,7.9303505424e+02
2.3300000000e+00,7.9325109500e+02
2.3305000000e+00,7.9346713965e+02
2.3310000000e+00,7.9368318818e+02
2.3315000000e+00,7.9389924060e+02
2.3320000000e+00,7.9411529690e+02
2.3325000000e+00,7.9433135709e+02
2.3330000000e+00,7.9454742116e+02
2.3335000000e+00,7.9476348911e+02
2.3340000000e+00,7.9497956095e+02
2.3345000000e+00,7.9519563668e+02
2.3350000000e+00,7.9541171628e+02
2.3355000000e+00,7.9562779977e+02
2.3360000000e+00,7.9584388715e+02
2.3365000000e+00,7.9605997840e+02
2.3370000000e+00,7.9627607354e+02
2.3375000000e+00,7.9649217256e+02
2.3380000000e+00,7.9670827547e+02
2.3385000000e+00,7.9692438225e+02
2.3390000000e+00,7.9714049292e+02
2.3395000000e+00,7.9735660747e+02
2.3400000000e+00,7.9757272590e+02
2.3405000000e+00,7.9778884821e+02
2.3410000000e+00,7.9800497441e+02
2.3415000000e+00,7.9822110448e+02
2.3420000000e+00,7.9843723843e+02
2.3425000000e+00,7.9865337627e+02
2.3430000000e+00,7.9886951798e+02
2.3435000000e+00,7.9908566357e+02
2.3440000000e+00,7.9930181305e+02
2.3445000000e+00,7.9951796640e+02
2.3450000000e+00,7.9973412363e+02
2.3455000000e+00,7.9995028474e+02
2.3460000000e+00,8.0016644972e+02
2.3465000000e+00,8.0038261859e+02
2.3470000000e+00,8.0059879133e+02
2.3475000000e+00,8.0081496795e+02
2.3480000000e+00,8.0103114845e+02
2.3485000000e+00,8.0124733282e+02
2.3490000000e+00,8.0146352107e+02
2.3495000000e+00,8.0167971320e+02
2.3500000000e+00,8.0189590920e+02
2.3505000000e+00,8.0211210907e+02
2.3510000000e+00,8.0232831282e+02
2.3515000000e+00,8.0254452045e+02
2.3520000000e+00,8.0276073195e+02
2.3525000000e+00,8.0297694733e+02
2.3530000000e+00,8.0319316657e+02
2.3535000000e+00,8.0340938970e+02
2.3540000000e+00,8.0362561669e+02
2.3545000000e+00,8.0384184756e+02
2.3550000000e+00,8.0405808230e+02
2.3555000000e+00,8.0427432091e+02
2.3560000000e+00,8.0449056340e+02
2.3565000000e+00,8.0470680975e+02
2.3570000000e+00,8.0492305998e+02
2.3575000000e+00,8.0513931407e+02
2.3580000000e+00,8.0535557204e+02
2.3585000000e+00,8.0557183388e+02
2.3590000000e+00,8.0578809958e+02
2.3595000000e+00,8.0600436916e+02
2.3600000000e+00,8.0622064260e+02
2.3605000000e+00,8.0643691991e+02
2.3610000000e+00,8.0665320109e+02
2.3615000000e+00,8.0686948614e+02
2.3620000000e+00,8.0708577506e+02
2.3625000000e+00,8.0730206784e+02
2.3630000000e+00,8.0751836449e+02
2.3635000000e+00,8.0773466500e+02
2.3640000000e+00,8.0795096938e+02
2.3645000000e+00,8.0816727762e+02
2.3650000000e+00,8.0838358973e+02
2.3655000000e+00,8.0859990571e+02
2.3660000000e+00,8.0881622554e+02
2.3665000000e+00,8.0903254924e+02
2.3670000000e+00,8.0924887681e+02
2.3675000000e+00,8.0946520823e+02
2.3680000000e+00,8.0968154352e+02
2.3685000000e+00,8.0989788267e+02
2.3690000000e+00,8.1011422568e+02
2.3695000000e+00,8.1033057256e+02
2.3700000000e+00,8.1054692329e+02
2.3705000000e+00,8.1076327788e+02
2.3710000000e+00,8.1097963633e+02
2.3715000000e+00,8.1119599864e+02
2.3720000000e+00,8.1141236481e+02
2.3725000000e+00,8.1162873484e+02
2.3730000000e+00,8.1184510873e+02
2.3735000000e+00,8.1206148647e+02
2.3740000000e+00,8.1227786807e+02
2.3745000000e+00,8.1249425352e+02
2.3750000000e+00,8.1271064284e+02
2.3755000000e+00,8.1292703600e+02
2.3760000000e+00,8.1314343302e+02
2.3765000000e+00,8.1335983390e+02
2.3770000000e+00,8.1357623863e+02
2.3775000000e+00,8.1379264721e+02
2.3780000000e+00,8.1400905965e+02
2.3785000000e+00,8.1422547593e+02
2.3790000000e+00,8.1444189607e+02
2.3795000000e+00,8.1465832006e+02
2.3800000000e+00,8.1487474791e+02
2.3805000000e+00,8.1509117960e+02
2.3810000000e+00,8.1530761514e+02
2.3815000000e+00,8.1552405453e+02
2.3820000000e+00,8.1574049777e+02
2.3825000000e+00,8.1595694486e+02
2.3830000000e+00,8.1617339579e+02
2.3835000000e+00,8.1638985058e+02
2.3840000000e+00,8.1660630921e+02
2.3845000000e+00,8.1682277168e+02
2.3850000000e+00,8.1703923800e+02
2.3855000000e+00,8.1725570817e+02
2.3860000000e+00,8.1747218218e+02
2.3865000000e+00,8.1768866003e+02
2.3870000000e+00,8.1790514173e+02
2.3875000000e+00,8.1812162727e+02
2.3880000000e+00,8.1833811665e+02
2.3885000000e+00,8.1855460988e+02
2.3890000000e+00,8.1877110694e+02
2.3895000000e+00,8.1898760785e+02
2.3900000000e+00,8.1920411260e+02
2.3905000000e+00,8.1942062118e+02
2.3910000000e+00,8.1963713361e+02
2.3915000000e+00,8.1985364987e+02
2.3920000000e+00,8.2007016997e+02
2.3925000000e+00,8.2028669391e+02
2.3930000000e+00,8.2050322168e+02
2.3935000000e+00,8.2071975329e+02
2.3940000000e+00,8.2093628874e+02
2.3945000000e+00,8.2115282802e+02
2.3950000000e+00,8.2136937113e+02
2.3955000000e+00,8.2158591808e+02
2.3960000000e+00,8.2180246886e+02
2.3965000000e+00,8.2201902347e+02
2.3970000000e+00,8.2223558192e+02
2.3975000000e+00,8.2245214420e+02
2.3980000000e+00,8.2266871030e+02
2.3985000000e+00,8.2288528024e+02
2.3990000000e+00,8.2310185401e+02
2.3995000000e+00,8.2331843160e+02
2.4000000000e+00,8.2353501302e+02
2.4005000000e+00,8.2375159827e+02
2.4010000000e+00,8.2396818735e+02
2.4015000000e+00,8.2418478025e+02
2.4020000000e+00,8.2440137698e+02
2.4025000000e+00,8.2461797754e+02
2.4030000000e+00,8.2483458191e+02
2.4035000000e+00,8.2505119012e+02
2.4040000000e+00,8.2526780214e+02
2.4045000000e+00,8.2548441799e+02
2.4050000000e+00,8.2570103766e+02
2.4055000000e+00,8.2591766114e+02
2.4060000000e+00,8.2613428845e+02
2.4065000000e+00,8.2635091958e+02
2.4070000000e+00,8.2656755453e+02
2.4075000000e+00,8.2678419330e+02
2.4080000000e+00,8.2700083588e+02
2.4085000000e+00,8.2721748229e+02
2.4090000000e+00,8.2743413250e+02
2.4095000000e+00,8.2765078654e+02
2.4100000000e+00,8.2786744439e+02
2.4105000000e+00,8.2808410605e+02
2.4110000000e+00,8.2830077152e+02
2.4115000000e+00,8.2851744081e+02
2.4120000000e+00,8.2873411392e+02
2.4125000000e+00,8.2895079083e+02
2.4130000000e+00,8.2916747155e+02
2.4135000000e+00,8.2938415609e+02
2.4140000000e+00,8.2960084443e+02
2.4145000000e+00,8.2981753658e+02
2.4150000000e+00,8.3003423254e+02
2.4155000000e+00,8.3025093231e+02
2.4160000000e+00,8.3046763589e+02
2.4165000000e+00,8.3068434327e+02
2.4170000000e+00,8.3090105445e+02
2.4175000000e+00,8.3111776944e+02
2.4180000000e+00,8.3133448824e+02
2.4185000000e+00,8.3155121083e+02
2.4190000000e+00,8.3176793723e+02
2.4195000000e+00,8.3198466743e+02
2.4200000000e+00,8.3220140144e+02
2.4205000000e+00,8.3241813924e+02
2.4210000000e+00,8.3263488084e+02
2.4215000000e+00,8.3285162624e+02
2.4220000000e+00,8.3306837544e+02
2.4225000000e+00,8.3328512843e+02
2.4230000000e+00,8.3350188522e+02
2.4235000000e+00,8.3371864581e+02
2.4240000000e+00,8.3393541019e+02
2.4245000000e+00,8.3415217837e+02
2.4250000000e+00,8.3436895034e+02
2.4255000000e+00,8.3458572610e+02
2.4260000000e+00,8.3480250565e+02
2.4265000000e+00,8.3501928900e+02
2.4270000000e+00,8.3523607613e+02
2.4275000000e+00,8.3545286706e+02
2.4280000000e+00,8.3566966177e+02
2.4285000000e+00,8.3588646027e+02
2.4290000000e+00,8.3610326256e+02
2.4295000000e+00,8.3632006864e+02
2.4300000000e+00,8.3653687850e+02
2.4305000000e+00,8.3675369215e+02
2.4310000000e+00,8.3697050958e+02
2.4315000000e+00,8.3718733079e+02
2.4320000000e+00,8.3740415579e+02
2.4325000000e+00,8.3762098456e+02
2.4330000000e+00,8.3783781712e+02
2.4335000000e+00,8.3805465346e+02
2.4340000000e+00,8.3827149358e+02
2.4345000000e+00,8.3848833748e+02
2.4350000000e+00,8.3870518515e+02
2.4355000000e+00,8.3892203660e+02
2.4360000000e+00,8.3913889183e+02
2.4365000000e+00,8.3935575083e+02
2.4370000000e+00,8.3957261361e+02
2.4375000000e+00,8.3978948016e+02
2.4380000000e+00,8.4000635049e+02
2.4385000000e+00,8.4022322458e+02
2.4390000000e+00,8.4044010245e+02
2.4395000000e+00,8.4065698409e+02
2.4400000000e+00,8.4087386949e+02
2.4405000000e+00,8.4109075867e+02
2.4410000000e+00,8.4130765161e+02
2.4415000000e+00,8.4152454832e+02
2.4420000000e+00,8.4174144880e+02
2.4425000000e+00,8.4195835304e+02
2.4430000000e+00,8.4217526105e+02
2.4435000000e+00,8.4239217282e+02
2.4440000000e+00,8.4260908835e+02
2.4445000000e+00,8.4282600765e+02
2.4450000000e+00,8.4304293070e+02
2.4455000000e+00,8.4325985752e+02
2.4460000000e+00,8.4347678810e+02
2.4465000000e+00,8.4369372243e+02
2.4470000000e+00,8.4391066052e+02
2.4475000000e+00,8.4412760237e+02
2.4480000000e+00,8.4434454798e+02
2.4485000000e+00,8.4456149734e+02
2.4490000000e+00,8.4477845045e+02
2.4495000000e+00,8.4499540732e+02
2.4500000000e+00,8.4521236794e+02
2.4505000000e+00,8.4542933231e+02
2.4510000000e+00,8.4564630043e+02
2.4515000000e+00,8.4586327231e+02
2.4520000000e+00,8.4608024793e+02
2.4525000000e+00,8.4629722729e+02
2.4530000000e+00,8.4651421041e+02
2.4535000000e+00,8.4673119727e+02
2.4540000000e+00,8.4694818788e+02
2.4545000000e+00,8.4716518223e+02
2.4550000000e+00,8.4738218033e+02
2.4555000000e+00,8.4759918217e+02
2.4560000000e+00,8.4781618775e+02
2.4565000000e+00,8.4803319707e+02
2.4570000000e+00,8.4825021013e+02
2.4575000000e+00,8.4846722693e+02
2.4580000000e+00,8.4868424747e+02
2.4585000000e+00,8.4890127174e+02
2.4590000000e+00,8.4911829975e+02
2.4595000000e+00,8.4933533150e+02
2.4600000000e+00,8.4955236698e+02
2.4605000000e+00,8.4976940620e+02
2.4610000000e+00,8.4998644914e+02
2.4615000000e+00,8.5020349582e+02
2.4620000000e+00,8.5042054623e+02
2.4625000000e+00,8.5063760037e+02
2.4630000000e+00,8.5085465824e+02
2.4635000000e+00,8.5107171984e+02
2.4640000000e+00,8.5128878516e+02
2.4645000000e+00,8.5150585421e+02
2.4650000000e+00,8.5172292698e+02
2.4655000000e+00,8.5194000348e+02
2.4660000000e+00,8.5215708370e+02
2.4665000000e+00,8.5237416765e+02
2.4670000000e+00,8.5259125531e+02
2.4675000000e+00,8.5280834670e+02
2.4680000000e+00,8.5302544181e+02
2.4685000000e+00,8.5324254063e+02
2.4690000000e+00,8.5345964317e+02
2.4695000000e+00,8.5367674943e+02
2.4700000000e+00,8.5389385940e+02
2.4705000000e+00,8.5411097309e+02
2.4710000000e+00,8.5432809049e+02
2.4715000000e+00,8.5454521161e+02
2.4720000000e+00,8.5476233643e+02
2.4725000000e+00,8.5497946497e+02
2.4730000000e+00,8.5519659721e+02
2.4735000000e+00,8.5541373317e+02
2.4740000000e+00,8.5563087283e+02
2.4745000000e+00,8.5584801620e+02
2.4750000000e+00,8.5606516328e+02
2.4755000000e+00,8.5628231406e+02
2.4760000000e+00,8.5649946854e+02
2.4765000000e+00,8.5671662673e+02
2.4770000000e+00,8.5693378862e+02
2.4775000000e+00,8.5715095421e+02
2.4780000000e+00,8.5736812350e+02
2.4785000000e+00,8.5758529649e+02
2.4790000000e+00,8.5780247317e+02
2.4795000000e+00,8.5801965356e+02
2.4800000000e+00,8.5823683764e+02
2.4805000000e+00,8.5845402541e+02
2.4810000000e+00,8.5867121688e+02
2.4815000000e+00,8.5888841204e+02
2.4820000000e+00,8.5910561089e+02
2.4825000000e+00,8.5932281343e+02
2.4830000000e+00,8.5954001967e+02
2.4835000000e+00,8.5975722959e+02
2.4840000000e+00,8.5997444320e+02
2.4845000000e+00,8.6019166050e+02
2.4850000000e+00,8.6040888148e+02
2.4855000000e+00,8.6062610615e+02
2.4860000000e+00,8.6084333450e+02
2.4865000000e+00,8.6106056653e+02
2.4870000000e+00,8.6127780224e+02
2.4875000000e+00,8.6149504164e+02
2.4880000000e+00,8.6171228471e+02
2.4885000000e+00,8.6192953147e+02
2.4890000000e+00,8.6214678190e+02
2.4895000000e+00,8.6236403601e+02
2.4900000000e+00,8.6258129379e+02
2.4905000000e+00,8.6279855524e+02
2.4910000000e+00,8.6301582037e+02
2.4915000000e+00,8.6323308918e+02
2.4920000000e+00,8.6345036165e+02
2.4925000000e+00,8.6366763779e+02
2.4930000000e+00,8.6388491761e+02
2.4935000000e+00,8.6410220109e+02
2.4940000000e+00,8.6431948824e+02
2.4945000000e+00,8.6453677905e+02
2.4950000000e+00,8.6475407353e+02
2.4955000000e+00,8.6497137167e+02
2.4960000000e+00,8.6518867347e+02
2.4965000000e+00,8.6540597894e+02
2.4970000000e+00,8.6562328807e+02
2.4975000000e+00,8.6584060085e+02
2.4980000000e+00,8.6605791730e+02
2.4985000000e+00,8.6627523740e+02
2.4990000000e+00,8.6649256116e+02
2.4995000000e+00,8.6670988857e+02
2.5000000000e+00,8.6692721964e+02
2.5005000000e+00,8.6714455436e+02
2.5010000000e+00,8.6736189274e+02
2.5015000000e+00,8.6757923476e+02
2.5020000000e+00,8.6779658043e+02
2.5025000000e+00,8.6801392975e+02
2.5030000000e+00,8.6823128272e+02
2.5035000000e+00,8.6844863934e+02
2.5040000000e+00,8.6866599960e+02
2.5045000000e+00,8.6888336351e+02
2.5050000000e+00,8.6910073106e+02
2.5055000000e+00,8.6931810225e+02
2.5060000000e+00,8.6953547708e+02
2.5065000000e+00,8.6975285555e+02
2.5070000000e+00,8.6997023766e+02
2.5075000000e+00,8.7018762341e+02
2.5080000000e+00,8.7040501280e+02
2.5085000000e+00,8.7062240582e+02
